argument_id,attorney_name,firm,side,role,source
2014-0729,Donald C. Crandlemire,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0729,Paul T. Fitzgerald,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0729,Sumner F. Kalman,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0762,Benjamin T. Siracusa Hillman,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0762,Robert S. Carey,"Orr & Reno, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0028,Theodore M. Lothstein,"Lothstein Guerriero, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0028,"E. Barnett, Jr.",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0028,Dawn E. Worsley,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0030,Daniel E. Will,NH Attorney General,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0030,Edward M. Kaplan,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0258,H. Jon Meyer,"Backus, Meyer & Branch, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0258,Martha Van Oot,Jackson Lewis P.C.,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0115,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0115,Sarah E. Newhall,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0275,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0275,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0498,Bruce J. Marshall,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0651,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0651,Jean-Claude N. Sakellarios,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0651,Ryan Bielagus,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0031,"James E. Coughenour, Jr.","Coughlin, Rainboth, Murphy & Lown, P.A.",state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0031,Nancy J. Smith,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0031,Robert W. Russell,,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0776,Craig A. Russo,"McDowell & Morrissette, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0776,Leslie H. Johnson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0794,Kysa M. Crusco,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0794,Kevin P. Rauseo,"Hamblett & Kerrigan, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0794,Marianna Nizhnikov,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0816,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0816,Patrick J. Sheehan,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0062,Charles J. Keefe,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0062,Terence M. O’Rourke,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0062,Patrick J. Queenan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0067,Daniel E. Will,NH Attorney General,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0067,"James W. Kennedy, III",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0068,John G. Vanacore,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0068,David W. Johnston,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0068,Kathleen Burl-Cardin,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2013-0762,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2013-0762,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0513,Diana E. Fenton,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0513,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0115,Timothy C. Coughlin,"Coughlin, Rainboth, Murphy & Lown, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0115,Jason B. Dennis,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0250,"Silas Little, III",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0250,Wendy L. Spillane,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2013-0800,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2013-0800,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0639,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0639,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0812,Doreen F. Connor,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0812,Jared P. O’Connor,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0070,David W. Johnston,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0070,Shawn J. Sullivan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0074,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0074,James D. Rosenberg,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0583,Jared P. O’Connor,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0583,David W. Johnston,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0659,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0659,Thomas A. Barnard,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0019,"William Philpot, Jr",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0019,Denitsa N. Pocheva-Smith,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0032,James F. Allmendinger,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0032,Gilles R. Bissonnette,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0032,H. Jon Meyer,"Backus, Meyer & Branch, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0032,Sarah S. Burg,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0032,Peter C. Phillips,"Soule, Leslie, Kidder, Sayward & Loughman, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0032,Theodore E. Comstock,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0032,Barrett M. Christina,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0103,Kalie L. Lydon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0103,Pamela J. Khoury,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0143,Douglas W. Macdonald,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0143,Paul McEachern,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0256,Matthew T. Broadhead,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0256,Patrick M. Carron,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0631,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0744,Susan P. McGinnis,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0744,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0187,Edward M. Kaplan,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0187,Glenn R. Milner,"Milner & Krupski, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0233,Donald L. Smith,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0233,Gary M. Burt,Primmer Piper Eggleston & Cramer PC,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0233,Kip J. Adams,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0233,Perry M. Shorris,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0351,Tony F. Soltani,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0351,Corey M. Belobrow,"Maggiotto & Belobrow, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0351,Strafford County,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0745,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0745,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0226,Bruce W. Felmly,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0226,Robert G. Whaland,"McDonough, O'Shaughnessy, Whaland & Meagher, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0226,George E. Spaneas,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0720,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0720,Elizabeth A. Lahey,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0739,Adele M. Fulton,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0739,Stephen P. Girdwood,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0264,Laura A. Spector-Morgan,"Mitchell Municipal Group, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0264,Brandon D. Ross,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0270,"Roy W. Tilsley, Jr.","Bernstein, Shur, Sawyer & Nelson, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0270,William R. Drescher,"Drescher & Dokmo, PA",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0274,Richard J. Lehmann,"Douglas, Leonard & Garvey, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0274,Matthew R. Serge,Drummond Woodsum & MacMahon,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0333,Daniel M. Deschenes,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0333,Michael C. Harvell,"Sheehan, Phinney, Bass & Green, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0361,William C. Saturley,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0361,"Finis E. Williams, III",,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0662,Stephen D. Fuller,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0662,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0255,Bryan J. Kerman,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0255,Kenneth P. Doherty,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0366,Michael J. Tierney,"Wadleigh, Starr & Peters, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0366,Megan A. Yaple,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0391,Jonathan M. Shirley,"Devine, Millimet & Branch, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0391,Derek D. Lick,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0442,Ruth D. Heintz,New Hampshire Legal Assistance,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0442,C. Adrienne Mallinson,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0442,MaryBeth L. Misluk,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0477,Kevin M. Truland,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0477,Matthew J. Lahey,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0755,Stephen D. Fuller,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0755,Stephanie C. Hausman,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0222,Stephen D. Fuller,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0222,Richard E. Samdperil,"Samdperil & Welsh, PLLC",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0332,Jamie N. Hage,"Hage Hodes, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0332,Robert D. Cohan,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0332,"Wilbur A. Glahn, III","McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0384,R. David DePuy,"McLane Middleton, Professional Association",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0384,William C. Saturley,"Preti, Flaherty, Beliveau & Pachios, Chartered, LLP",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0163,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0163,Richard J. Lehmann,"Douglas, Leonard & Garvey, P.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0721,Andrew S. Winters,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0721,Daniel L. Schmutter,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2014-0721,Dianne Martin,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0064,Jay M. Surdukowski,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0064,Joshua L. Gordon,,unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0155,Sean R. Locke,NH Attorney General,state,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0155,Christopher M. Johnson,NH Appellate Defender,defendant,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0205,Christopher T. Meier,"Cooper Cargill Chant, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0205,Richard D. Sager,"Sulloway & Hollis, P.L.L.C.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
2015-0342,Jared P. O’Connor,"Shaheen & Gordon, P.A.",unknown,oral_advocate,NH Supreme Court annual oral-argument archive PDF
